GRUPPE1	GRUPPE2	GRUPPE3	HERSTELLER	ARTIKEL_NR	HSTNUMMER	ARTIKEL1	ARTIKEL2	FVERSION	FSYSTEM	FSPRACHE	FFORMAT	FBUS	FGARANTIE	EVP	EK	AKTIONPR	AKTBIS	AKTION	VerfuegbarKZ	Vmenge	VDatum	VEta	Nachfolger	DATENBLATT1	BILD1	ERFDAT	EANCode	UPCCode	Hoehe	Breite	Laenge	Gewicht	Rang	Stck_Kart	Stck_Pal	Storno	ECLass	UNSPC	INTRASTAT	CatalogID	Auslieferungslager
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0710327	GS105GE	Gigabit Kupfer Switch	LED: LK/ACT, Power/ Auto-MDIX/ 10Base-T, 100Base-TX, 1000Base-T/ Geschwindigkeit: 1000 MBit/sek., 100 MBit/sek., 10 MBit/sek./ Portanzahl: 5/ Gehäuseform: Desktop		NMS	E			360/24	56,46	36,80	0,00			B	0	30.1.11 01:10:36	16.2.11 00:00:00	 	http://www.ingrammicro.de/pdf/0710327.pdf	http://www.ingrammicro.de/jpg/0710327.jpg	26.4.06 00:00:00	0606449029673		0,09	0,2	0,15	0,56	1	8	24	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Router	Router Hardware	Netgear	0710361	DG834BGR	ADSL-Modem Router	ADSL-Modem Router 4 x 10/100 Port Firewall Annex  upgradebar auf ADSL 2 und ADSL2+/ ADSL, ADSL2, ADSL2+/ Switch, DHCP, Smart Wizard/ URL-Filtering, VPN, Firewall, NAT/ Geschwindigkeit: 10 MBit/sek., 100 MBit/sek./ Portanzahl: 4/ IPSec/ Protokolle: PPTP/		NMS	ML			24	115,64	73,60	0,00			V	1576	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0710361.pdf	http://www.ingrammicro.de/jpg/0710361.jpg	25.3.04 00:00:00	0606449029093		0,08	0,28	0,24	0,68	93	10	200	Y	19030101	43222609	85176200	10161301	DE
Zubehör	Netzwerkkommunikation	Lizenzen	Netgear	0710405	VPN01L	VPN Client	Professionelle Verschlüsselung und Authentication. Preset Konfigurations-Files für NETGEAR VPN/Firewall Router verfügbar. GUI für die Konfiguration von Security Policies und Managing Certificates. NAT Traversal Unterstützung. Redundante Gateway-Fähigkeit.		NMS	ML				75,95	47,00	0,00			V	10	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/83252-7426.pdf	http://www.ingrammicro.de/jpg/0710405.jpg	17.12.03 00:00:00	0606449033199		0,06	0,24	0,17	0,14	1	20	20	Y	25101001	81111805	49119900	10101305	DE
Zubehör	Netzwerkkommunikation	Lizenzen	Netgear	0710406	VPN05L	VPN Client	VPN Client,    5 User Lizenz                                        NS		NMS	E				254,53	157,60	0,00			V	2	30.1.11 01:10:36		 	http://icecat.biz/pdf/83689-3252.pdf	http://www.ingrammicro.de/jpg/0710406.jpg	17.12.03 00:00:00	0606449033205		0,05	0,23	0,17	0,14	999	1	20	Y	25101001	81111805	49119900	10101305	DE
Netzwerk & Kommunikation	Access Point	Access Point Hardware	Netgear	0710428	WG302GE	Prosafe 802.11g	Standard: 802.11g, Wireless Access Point./ Standard: 802.11g, 802.11b, 802.11a/ Uplink, Auto-MDIX/ WPA, WEP, VPN/ Verschlüsselung: 152 Bit/ Max. Datenrate: 108 MB/sek.		NMS	ML			36	350,89	217,60	0,00			V	49	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0710428.pdf	http://www.ingrammicro.de/jpg/0710428.jpg	4.2.04 00:00:00	0606449030358		0,12	0,31	0,26	1,85	34	6	12	Y	19030112	43210000	85176200	10160101	DE
Zubehör	Netzwerkkommunikation	Module & Erweiterungen	Netgear	0710480	AGM732F	1000Base-LX SFP GBIC Fiber	Modul für GSM7312, GSM7324, GSM7224, GS724T, GS748T, FSM7326P		NMS	ML			60	770,48	476,80	0,00			V	27	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0710480.pdf	http://www.ingrammicro.de/jpg/0710480.jpg	15.3.04 00:00:00	0606449034493		0,05	0,19	0,14	0,11	999	0	5	Y	19039001	43222600	84733020	10101306	DE
Zubehör	Netzwerkkommunikation	Module & Erweiterungen	Netgear	0710481	AGM722F	1000Base-LX GBIC Fiber Modul	1000Base-LX GBIC Fiber Modul für FSM726, FSM750,FSM726S, FSM750S, GMS721, GSM721F/ 		NMS	ML			60	955,44	589,20	0,00			A	0	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0710481.pdf	http://www.ingrammicro.de/jpg/0710481.jpg	15.3.04 00:00:00	0606449034486		0,09	0,28	0,25	0,42	999	1	6	N	19039001	43222600	84733020	10101306	DE
Netzwerk & Kommunikation	Router	Router Hardware	Netgear	0710524	WGB111GR	54Mbps Wireless Router	USB Adapter Bundle/ Standard: 802.11b, 802.11g/ Verschlüsselung: 128 Bit/ Max. Datenrate: 54 MB/sek./ LAN: 10/100BaseTX		NMS	D			24	64,05	41,40	0,00			B	0	30.1.11 01:10:36	4.2.11 00:00:00	 	http://www.ingrammicro.de/pdf/0710524.pdf	http://www.ingrammicro.de/jpg/0710524.jpg	23.4.04 00:00:00	0606449035353		0,07	0,27	0,24	0,74	191	10	20	Y	19030101	43222609	85176200	10161301	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0710526	GS116GE	Gigabit Switch	16PORT 10/100/1000MBPS           GR, High-speed 10/100/1000 MBit/s Ethernet Verbindung mit Autosensing, Durch Full-Duplex Funktion Datentransferraten von bis zu 2000 MBit/s an jedem Port, Integriert 10, 100, und 1000 MBit/s Geräte in einem Netzwerk/		NMS	D			360/24	230,48	144,60	0,00			V	110	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0710526.pdf	http://www.ingrammicro.de/jpg/0710526.jpg	6.5.04 00:00:00	0606449035001		0,12	0,35	0,17	1,63	18	9	135	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0710598	GS748TEU	48Port 10/100/1000 Switch	LED: Power/ WEB-basierend, DHCP, Smart Wizard, Uplink/ Management: ja/ 1000Base-T, 10Base-T, 100Base-TX/ Geschwindigkeit: 1000 MBit/sek./ Portanzahl: 48/ Gehäuseform: Rackmount		NMS	ML			360/24	998,12	621,40	0,00			V	8	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0710598.pdf	http://www.ingrammicro.de/jpg/0710598.jpg	16.9.04 00:00:00	0606449036947		0,11	0,55	0,43	6,68	49	1	22	Y	19030117	43222612	85176200	10161601	DE
Software	Kommunikation	Netzwerk-Management	Netgear	0710623	NMS100NA	ProSafe Network Management ML	1.0/ multilingual/ Format: Box/ Datenträger: CD/ System: Win 2000, Win 2003, Win 98, Win ME, Win NT, Win XP		NMS	ML				1279,55	789,10	0,00			A	0	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0710623.pdf	http://www.ingrammicro.de/jpg/0710623.jpg	19.10.04 00:00:00	0606449038293		0,05	0,18	0,14	0,09	999	0	0	N	19040109	43232900	85234045	10060709	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0710639	FS108PEU	Fast Ethernet Switch FS108PEU	LED: Power/ 4 Ports POE/ 10Base-T, 100Base-TX/ Geschwindigkeit: 100 MBit/sek., 10 MBit/sek./ Portanzahl: 8/ Gehäuseform: Desktop		NMS	Int			360/24	159,76	100,90	0,00			V	10	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0710639.pdf	http://www.ingrammicro.de/jpg/0710639.jpg	30.11.04 00:00:00	0606449037883		0,11	0,3	0,17	1,73	16	12	36	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Router	Router Hardware	Netgear	0710642	FVS338GE	ProSafe VPN Firewall Router	DSL/ Smart Wizard, Uplink, DHCP/ URL-Filtering, 3DES, AES, DES, Firewall, NAT, VPN/ Geschwindigkeit: 10 MBit/sek., 100 MBit/sek./ Portanzahl: 8/ IPSec/ Protokolle: RIP1/v1, TCP/IP, RIP2/v2, PPPoE, PPTP		NMS	E			360/24	368,50	230,00	0,00			V	30	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0710642.pdf	http://www.ingrammicro.de/jpg/0710642.jpg	2.12.04 00:00:00	0606449037180		0,11	0,3	0,26	1,84	107	6	6	Y	19030101	43222609	85176200	10161301	DE
Netzwerk & Kommunikation	Firewall	Firewall Hardware	Netgear	0710653	FVX538EU	Prosafe VPN Firewall 200	LAN: LAN, Auto-MDIX, RJ-45/ Portanzahl: 8/ Verschlüsselung: VPN, DES, AES, 3DES/ Management: SNMP		NMS	E			360/24	739,96	459,80	0,00			V	25	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0710653.pdf	http://www.ingrammicro.de/jpg/0710653.jpg	26.12.04 00:00:00	0606449039085		0,11	0,44	0,25	3,27	23	6	18	Y	19040106	43222501	85176200	10160401	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0710718	FS750T2EU	ProSafe 48 Port Smart Switch	 LAN: 48 x autosensing 10/100 MBit/s Ports/ 2 x autosensing 10/100/1000 MBit/s Ports/ Slots: 2 x SFP Slot für SFP GBIC Module		NMS	Int			360/24	713,66	445,50	0,00			V	3	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0710718.pdf	http://www.ingrammicro.de/jpg/0710718.jpg	1.6.05 00:00:00	0606449039771		0,12	0,53	0,32	4,28	108	1	8	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0710746	FS726TPEU	ProSafe FS726TP Smart Switch	Netgear 24-Port Smart Switch mit 2 Gigabit-Ports und  PoE /24 x autosensing 10/100 MBit/s Ports davon 12 PoE/ 2 x autosensing 10/100/1000 MBit/s Ports/ 2 x SFP Slot für SFP GBIC Module		NMS	Int			360/24	432,41	271,50	0,00			V	66	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0710746.pdf	http://www.ingrammicro.de/jpg/0710746.jpg	6.6.05 00:00:00	0606449040722		0,12	0,53	0,32	4,04	72	4	24	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0710774	FS116PEU	Fast Ethernet Switch FS116PGE	LED: Power, link status/speed, LK/ACT/ Auto-MDIX/ 10Base-T, 100Base-TX/ Geschwindigkeit: 10 MBit/sek., 100 MBit/sek./ Portanzahl: 16/ Gehäuseform: Desktop		NMS	D			360/24	322,14	200,10	0,00			B	0	30.1.11 01:10:36	31.1.11 00:00:00	 	http://www.ingrammicro.de/pdf/0710774.pdf	http://www.ingrammicro.de/jpg/0710774.jpg	9.8.05 00:00:00	0606449041729		0,11	0,36	0,17	2,02	146	6	36	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Access Point	Access Point Hardware	Netgear	0710864	WAG102EU	ProSafe Dual Band Wireless	ProSafe Dual Band Wireless Access Point/ Standard: Wireless/ Uplink/ VPN/ Verschlüsselung: 128 Bit/ Max. Datenrate: 108 MB/sek.		NMS	Int			360/24	264,56	164,20	0,00			V	14	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0710864.pdf	http://www.ingrammicro.de/jpg/0710864.jpg	21.11.05 00:00:00	0606449042542		0,11	0,29	0,25	1,17	36	6	24	Y	19030112	43210000	85176200	10160101	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0710876	FS752TSEU	ProSafe 48 Port Smart Switch	LED: Gigabit/ WEB-basierend, Stackable/ Management: SNMP/ Geschwindigkeit: 100 MBit/sek., 10 MBit/sek./ Portanzahl: 48/ Gehäuseform: Rackmount		NMS	ML			360/24	817,65	509,90	0,00			V	5	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0710876.pdf	http://www.ingrammicro.de/jpg/0710876.jpg	12.12.05 00:00:00	0606449043570		0,11	0,53	0,32	4,23	999	4	8	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0710877	FS728TSEU	ProSafe FS728TS Smart Switch	Netgear 24-Port Stackable Smart-Switch mit 4 Gigabit-Ports/24 x Autosensing 10/100 MBit/s Ports/4 x Autosensing 10/100/1000 MBit/s Ports/2 x SFP Slots für optionale SFP GBIC-Module		NMS	ML			360/24	513,01	321,40	0,00			V	2	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0710877.pdf	http://www.ingrammicro.de/jpg/0710877.jpg	12.12.05 00:00:00	0606449043617		0,11	0,53	0,32	3,90	999	4	4	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Garantien und Service	Garantieerweiterung	Netgear	0710879	PMB0332GR	OnCall 24 x 7 Category 2	OnCall 24 x 7 Category 2 HW NBD SW Updates/ Verlängerung der Herstellergarantie auf: 24 Monate/ Verlängerung der Herstellergarantie um: 24 Monate/ Reaktion: OnCall		MSD	D				550,34	339,40	0,00			A	0	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0710879.pdf	http://www.ingrammicro.de/jpg/0710879.jpg	15.12.05 00:00:00	0606449045260		0,02	0,25	0,18	0,11	9	0	0	N	25151705	55111601	49119900	10162501	DE
Netzwerk & Kommunikation	Garantien und Service	Garantieerweiterung	Netgear	0710881	PMB0331GR	ProSupport on Call  24 x 7	ProSupport on Call 24 x 7 Category 1 Herstellergarantieerweiterung/		MSD	Int				240,78	149,10	0,00			V	3	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0710881.pdf	http://www.ingrammicro.de/jpg/0710881.jpg	15.12.05 00:00:00	0606449045239		0,02	0,25	0,17	0,11	2	0	0	Y	25151705	55111601	49119900	10162501	DE
Netzwerk & Kommunikation	Garantien und Service	Garantieerweiterung	Netgear	0710882	PRR0331GR	XPress HW Category 1	XPress HW Category 1 for 3 Years Updtes/ 		MSD	Int				58,61	36,10	0,00			B	0	30.1.11 01:10:36	31.1.11 00:00:00	 	http://www.ingrammicro.de/pdf/0710882.pdf	http://www.ingrammicro.de/jpg/0710882.jpg	15.12.05 00:00:00	0606449045536		0,02	0,25	0,17	0,11	10	0	0	Y	25151705	55111601	49119900	10162501	DE
Netzwerk & Kommunikation	Garantien und Service	Garantieerweiterung	Netgear	0710885	PMB0333GR	OnCall 24 x 7 Category 3	OnCall 24 x 7 Category 3 HW NBD SW Updates/ Verlängerung der Herstellergarantie auf: 36 Monate/ Verlängerung der Herstellergarantie um: 36 Monate/ Reaktion: OnCall		MSD	D				963,10	596,00	0,00			V	4	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0710885.pdf	http://www.ingrammicro.de/jpg/0710885.jpg	15.12.05 00:00:00	0606449045291		0,03	0,25	0,18	0,12	6	0	0	Y	25151705	55111601	49119900	10162501	DE
Zubehör	Netzwerkkommunikation	Module & Erweiterungen	Netgear	0710943	AX741	Prosafe 10 Gigabit XFP	Modulträgeradapter für AXM751 und AXM752 (Zubehör für GSM 7328S und GSM7352S)		MSD	Int			60	1440,83	888,50	0,00			A	0	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0710943.pdf	http://www.ingrammicro.de/jpg/0710943.jpg	31.3.06 00:00:00	0606449044041		0,05	0,19	0,14	0,23	26	0	0	N	19039001	43222600	84733020	10101306	DE
Zubehör	Netzwerkkommunikation	Module & Erweiterungen	Netgear	0710944	AX742	Prosafe 24Gigabit Stacking Kit	Prosafe 24 Gigabit Stacking Kit for GSM7328S and GSM7352S/ 		MSD	Int			60	816,78	505,40	0,00			V	8	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0710944.pdf	http://www.ingrammicro.de/jpg/0710944.jpg	31.3.06 00:00:00	0606449044058		0,09	0,28	0,25	0,75	27	10	0	Y	19039001	43222600	84733020	10101306	DE
Netzwerk & Kommunikation	Garantien und Service	Garantieerweiterung	Netgear	0710968	PMB0334GR	Prosupport Maintenance Contrac	Prosupport Maintenance Contract Oncall 24 x 7 Cat4 for GSM7352S./ 		MSD	D				2242,66	1387,90	0,00			V	1	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0710968.pdf	http://www.ingrammicro.de/jpg/0710968.jpg	2.5.06 00:00:00	0606449045321		0,02	0,25	0,17	0,12	5	0	0	Y	25151705	55111601	49119900	10162501	DE
Zubehör	Netzwerkkommunikation	Module & Erweiterungen	Netgear	0710977	AXM751	10 Gigabit-SR  XFP Fiber Modul	10Gigabit-SR Gige XFP Fiber Modul for GSM7328S und GSM7352S/ 		MSD	Int			60	3236,07	2002,60	0,00			V	2	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0710977.pdf	http://www.ingrammicro.de/jpg/0710977.jpg	16.5.06 00:00:00	0606449044072		0,1	0,28	0,26	0,39	28	0	0	Y	19039001	43222600	84733020	10101306	DE
Zubehör	Netzwerkkommunikation	Module & Erweiterungen	Netgear	0710978	AXM752	10 Gigabit-LR  XFP Fiber Modul	10 Gigabit-LR Gige XFP Fiber Modul for GSM7328S und GSM7352S/ 		MSD	Int			60	5162,26	3183,30	0,00			A	0	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0710978.pdf	http://www.ingrammicro.de/jpg/0710978.jpg	16.5.06 00:00:00	0606449044065		0,05	0,18	0,14	0,13	999	0	0	N	19039001	43222600	84733020	10101306	DE
Netzwerk & Kommunikation	Router	Router Hardware	Netgear	0711039	FVG318IS	Prosafe 802.11g 108 Mbit/s	Prosafe 802.11g Wireless VPN Firewall 8 Port 10/100 Switch./ Wireless/ DHCP, Wireless Access Point/ DES, Firewall, NAT, VPN, AES, 3DES/ 802.11g/ Geschwindigkeit: 108 MBit/sek./ Portanzahl: 8/ IPSec, 64bit WEP, 128bit WEP/ Protokolle: PPPoE		NMS	D			360/24	231,31	142,70	0,00			B	0	30.1.11 01:10:36	3.2.11 00:00:00	 	http://www.ingrammicro.de/pdf/0711039.pdf	http://www.ingrammicro.de/jpg/0711039.jpg	1.8.06 00:00:00	0606449044034		0,11	0,29	0,25	1,81	97	6	6	Y	19030101	43222609	85176200	10161301	DE
Netzwerk & Kommunikation	Printserver	Printserver Hardware	Netgear	0711068	PS121-200ISS	USB Printserver	Netgear Printserver with 1.1 Port./ Druckerschnittstelle: USB/ DHCP/ Management: WEB-Based Managemanet/ LAN: RJ-45/ Protokolle: TCP/IP/ Bauart: extern		NMS	Int			24	118,78	74,20	0,00			A	1	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711068.pdf	http://www.ingrammicro.de/jpg/0711068.jpg	5.10.06 00:00:00	0606449049602		0,08	0,23	0,17	0,45	999	20	40	N	19030108	43201537	85176200	10161201	DE
Netzwerk & Kommunikation	Garantien und Service	Garantieerweiterung	Netgear	0711081	PRR0332-100GRS	XPress HW Category 2 3 Years	XPress HW Category 2 3 Years for FS752TPS/FSM7326P/FSM7328S./ 		MSD	Int				91,77	56,80	0,00			V	4	30.1.11 01:10:36		 		http://www.ingrammicro.de/jpg/0711081.jpg	13.10.06 00:00:00	0606449048735		0,02	0,25	0,17	0,11	999	0	0	Y	25151705	55111601	49119900	10162501	DE
Netzwerk & Kommunikation	Garantien und Service	Garantieerweiterung	Netgear	0711082	PRR0333-100GRS	XPress HW Category 3 3Years	XPress HW Category 3 3 Years for SM7352PS/GSM7248/GSM7324/ 		MSD	Int				115,57	71,60	0,00			V	5	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711082.pdf	http://www.ingrammicro.de/jpg/0711082.jpg	13.10.06 00:00:00	0606449048766		0,02	0,25	0,17	0,11	3	0	0	Y	25151705	55111601	49119900	10162501	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0711103	GS724TS-100EUS	Prosafe Gigabit Stackable	Prosafe Gigabit Stackable Smart Switch 24 x 10/100/1000 4 x SFP./ Layer 3-Switch, Layer 4-Switch/ LED: Power, LK/ACT/ Auto-MDIX, DHCP, QoS/ Management: SNMP/ 10Base-T, 100Base-TX, 1000Base-T/ Geschwindigkeit: 10 MBit/sek., 100 MBit/sek., 1000 MBit/sek./		NMS	Int			360/24	754,36	470,70	0,00			V	36	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711103.pdf	http://www.ingrammicro.de/jpg/0711103.jpg	15.12.06 00:00:00	0606449049428		0,11	0,53	0,32	4,16	86	2	24	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0711104	GS748TS-100EUS	Prosafe Gigabit Stackable	Porsafe Gigabit Stackable Smart Switch 48 x 10/100/1000 4 x SFP./ Layer 4-Switch, Layer 3-Switch/ LED: Power, LK/ACT/ Stackable, DHCP, Auto-MDIX, QoS/ Management: SNMP/ 1000Base-T, 100Base-TX, 10Base-T/ Geschwindigkeit: 10 MBit/sek., 100 MBit/sek./		NMS	Int			360/24	1431,54	884,30	0,00			B	0	30.1.11 01:10:36	4.2.11 00:00:00	 	http://www.ingrammicro.de/pdf/0711104.pdf	http://www.ingrammicro.de/jpg/0711104.jpg	15.12.06 00:00:00	0606449049466		0,12	0,55	0,43	6,92	135	1	10	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0711108	FS728TP-100EUS	Prosafe FS728TP Smart Switch	Netgear 24-Port Smart Switch mit 4 Gigabit-Ports und 24 PoE-Ports/24 10/100 MBit/s Auto-Sensing FastEthernet/ 2 10/100/1000 MBit/s Auto-Sensing Gigabit Ethernet Switching-Ports/ 2 Combo Gigabit Kupfer/SFP-Steckplätze		NMS	Int			360/24	520,53	326,00	0,00			V	70	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711108.pdf	http://www.ingrammicro.de/jpg/0711108.jpg	27.12.06 00:00:00	0606449050257		0,13	0,51	0,38	4,84	78	1	32	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Garantien und Service	Garantieerweiterung	Netgear	0711143	PRR0334-10000S	Prosupport Maint Contract	Prosupport Maint Contract XPressHW 3 Years Cat 4 for GSM7352S./ 		MSD	Int				185,74	115,00	0,00			V	3	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711143.pdf	http://images.icecat.biz/img/norm/high/834615-9408.jpg	2.3.07 00:00:00	0606449051926		0,03	0,25	0,18	0,11	11	0	0	Y	25151705	55111601	49119900	10162501	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0711153	GSM7328FS-100EUS	Prosafe L3 Gigabit Switch	Prosafe L3 Gigabit Switch 24 x SFP GBIC 4 x Comb 10/100/1000./ Layer 3-Switch/ LED: Status und Aktivität, link status/speed, Power/ Uplink, DHCP, QoS, Stackable/ Management: SNMP/ 10/100Base-TX/ Portanzahl: 4, 24/ Gehäuseform: Rackmount		NMS	Int			360/24	2243,39	1383,60	0,00			B	0	30.1.11 01:10:36	31.1.11 00:00:00	 	http://www.ingrammicro.de/pdf/0711153.pdf	http://www.ingrammicro.de/jpg/0711153.jpg	26.3.07 00:00:00	0606449050813		0,16	0,58	0,56	7,84	199	1	2	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0711154	GS724TP-100EUS	Smart Managed Gigabit Switch	Smart Managed Gigabit Switch 24 x 10/100/1000 POE 2 SFP GBIC./ Layer 4-Switch, Layer 2-Switch, Layer 3-Switch/ LED: Gigabit/ QoS, DHCP/ Management: SNMP/ 10Base-T, 100Base-TX, 1000Base-T, 1000Base-X/ Geschwindigkeit: 100 MBit/sek., 1000 MBit/sek./		NMS	Int			360/24	1025,75	638,60	0,00			V	18	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711154.pdf	http://www.ingrammicro.de/jpg/0711154.jpg	3.4.07 00:00:00	0606449051391		0,13	0,51	0,38	4,87	74	2	20	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0711155	GS748TP-100EUS	Smart Managed Gigabit Switch	Smart Managed Gigabit Switch 48 x 10/100/1000 POE 4 SFP GBIC./ Layer 4-Switch, Layer 2-Switch, Layer 3-Switch/ LED: Gigabit/ QoS, DHCP/ Management: SNMP/ 10Base-T, 100Base-TX, 1000Base-T, 1000Base-X/ Geschwindigkeit: 100 MBit/sek., 1000 MBit/sek./		NMS	Int			360/24	1828,52	1135,10	0,00			V	15	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711155.pdf	http://www.ingrammicro.de/jpg/0711155.jpg	3.4.07 00:00:00	0606449051438		0,16	0,58	0,56	8,70	80	1	12	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0711156	GS108T-100EUS	Gigabit Ethernet Smart Switch	Gigabit Ethernet Smart Switch 8 Port 10/100/1000./ Layer 3-Switch/ LED: LK/ACT, Gigabit/ QoS/ Management: SNMP/ 10Base-T, 100Base-TX, 1000Base-T, 1000Base-X/ Geschwindigkeit: 100 MBit/sek., 1000 MBit/sek., 10 MBit/sek./ Portanzahl: 8/		NMS	Int			360/24	205,12	129,00	0,00			V	12	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711156.pdf	http://www.ingrammicro.de/jpg/0711156.jpg	3.4.07 00:00:00	0606449051353		0,12	0,3	0,17	1,10	31	12	12	Y	19030117	43222612	85176200	10161601	DE
Storage	Storage NAS	Storage Server	Netgear	0711184	RND4250-100EUS	ReadyNAS NV+1TB Dual Gigabit	Ready NAS NV + 1TB Gigabit Desktop Network Storage (2 x 500GB HDD)./ Medientyp: Festplatten/ Formfaktor: Tower/ max. Medienkapazität: 1024 GB/ S-ATA/ Tiefe: 22,2 cm/ Breite: 13,2 cm/ Höhe: 20,0 cm/ 4,6 kg/ Raidlevel: 5, 1, 0/ BS. n. spezifiziert		NMS	ML			60	977,55	601,40	0,00			B	0	30.1.11 01:10:36	7.2.11 00:00:00	 	http://www.ingrammicro.de/pdf/0711184.pdf	http://www.ingrammicro.de/jpg/0711184.jpg	4.6.07 00:00:00	0606449054095		0,23	0,33	0,28	7,29	72	1	9	Y	19000000	43201800	84733020	10080402	DE
Storage	Storage NAS	Storage Server	Netgear	0711186	RND4450-100EUS	ReadyNas NV+ 2TB Gigabit Desk	Readynas NV+ 2TB Gigabit Desktop Network Storage (4 x 500GB HDD)./ Medientyp: Festplatten/ Formfaktor: Tower/ max. Medienkapazität: 4 x 500 GB/ S-ATA/ Tiefe: 22,2 cm/ Breite: 13,2 cm/ Höhe: 20,0 cm/ 4,6 kg/ Raidlevel: 5, 1, 0/ BS. n. spezifiziert		NMS	ML			60	1404,16	1233,40	0,00			B	15	30.1.11 01:10:36	7.2.11 00:00:00	 	http://www.ingrammicro.de/pdf/0711186.pdf	http://www.ingrammicro.de/jpg/0711186.jpg	4.6.07 00:00:00	0606449054033		0,25	0,35	0,31	12,4	999	1	2	Y	19000000	43201800	84733020	10080402	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0711188	WFS709TP-100EUS	Prosafe 9-Port Smart Switch	Prosafe 9-Port Smart Switch WLAN / Power over Ethernet./ Layer 3-Switch, Layer 2-Switch/ LED: Gigabit/ DHCP, QoS, Voice over IP, Wireless Access Point, Auto-MDIX, Uplink/ Management: SNMP/ 802.11g, 802.11a/ Geschwindigkeit: 200 MBit/sek./ Portanzahl: 9/		NMS	ML			360/24	3908,11	2420,10	0,00			V	1	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0711188.pdf	http://www.ingrammicro.de/jpg/0711188.jpg	29.5.07 00:00:00	0606449052190		0,23	0,59	0,53	7,12	160	1	1	Y	19030117	43222612	85176200	10161601	DE
